页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
20,小锅子,5星,2023/5/7 14:15,上海,11,不愧漫威全村的希望，还是那么有爱搞笑，银河系版的friends，我真的要哭死，不要让单纯的我承受太多。ps火箭就是浣熊版的openai，好奇愤怒的人类要向谁发泄呢（神奇的是，看完电影的出租车上，师傅在放英文老歌，givemebabyoneonemoretime想起，泪目了，什么神联动
20,Xieirse,4星,2023/5/7 21:58,上海,2,滚导还是稳。其实节奏没有第一部好，金曲也有点用得太滥，但作为类型片，该照顾的点都花功夫认真设计了：娱乐性、角色塑造、情怀。
20,大书桌,3星,2023/5/9 23:12,湖南,2,银护的BGM好好听啊，（有一说一略微满了些），没想到最戳我的是“人生主角”这样的煽情台词，好看还是好看的。∥记录一下，第一次要求影院给错过片头的我倒带且对方还同意了（前提是他们的错），牛逼！
20,橡皮橙子,3星,2023/5/13 22:06,北京,5,四分给特效和场面，-1分给烂剧情和尬不能再尬的烂梗
20,颜良辰,5星,2023/5/17 8:32,西班牙,10,复仇者联盟3和4结束以来最好的漫威电影！全程又哭又笑，哭到有点儿缺氧，出来脑子整个发胀。JamesGunn太会了，期待他改变DC！那个生物星球里的一切简直是高迪设计的样子。
20,放开那个浪味仙,4星,2023/5/7 22:39,北京,1,谢谢滚导造就了漫威宇宙中最不一样的银河护卫队，每一个队员都是鲜活且惹人喜欢的~话唠臭屁又有情有义的大家，真可爱。汪星人家长真的被BadDog的梗笑死哈哈哈…每一部都是金曲歌单，爱了爱了
20,�小白菜菜子,4星,2023/5/7 23:30,上海,7,银河护卫队一向是漫威宇宙系列电影里发挥比较稳定的，角色都蛮乞丐的，但故事架构远高于其他电影系列。这集就是梗常在、歌照唱、爱永恒。滚导在角色塑造方面其实到没有偏废，这集的主线是浣熊火箭，故事讲得不算新奇，但足够细腻。结局蛮不错的，大家各奔东西的设计很顶。隐藏彩蛋实在太多了，几千字都写不完，copy创造亚当那幅画真的笑到头掉。我爱星爵，我爱银护，我爱漫威�这集很契合口罩之后治愈世界、生生不息的大环境，诺亚方舟也是绝了！&史泰龙的脸好像比年轻时候没那么歪了……就是整个来说，角色有点太多了……
20,阿五,5星,2023/5/5 17:29,河北,6,今年最喜欢的电影出现了，不管了我就是爱看超英的大俗比（银护限定版
20,旧书君,4星,2023/5/8 9:08,江苏,3,字面意义上缝合怪，怪物大拼贴，动物赛博格，福瑞星球。（一眼惊艳：肉肉星球的美术有种柯南伯格混搭安迪沃霍尔的感觉，整段戏好比《神奇旅程》式的人体大冒险。）滚导绝对当属拿着资本的钱把私人taste或者说恶趣味玩出花第一人。这部春晚HE还挺享受，一镜到底的团战超酷（如今的漫威原来是有付给动作设计工资的）。三部曲放在一起还真看不出高矮，但相较之下这一部的笑话和严肃之间直接硬切情绪容易脱轨。是银护的退场也是滚导的谢幕。我已经开始想象《超人：传承》会被拍成什么样子了。不是看好也不是看衰，只是心情复杂。（希望滚导拍超人不要再放歌了via熊）（放歌是不可能不放歌的，滚导本质抖音博主via旧）（歌单还是很好听，全是熟人）
20,rache,3星,2023/5/5 22:46,上海,6,就这？！远低于预期！现在这些个超英的反派哪个不是看起来所向无敌，打起来手无缚鸡？彩蛋告诉我们，动物要是长得不可爱，谁救你们啊？就只有挨突突的份儿：ItjustruinsEVERYTHING!只有对卡魔拉处理得好，没有踩我的雷。“Ihadabadfeelingaboutthis”；9又3/4站台；《创造亚当》等meme笑出声。
20,吕布要过来啊,5星,2023/7/17 9:32,辽宁,7,还好火箭没死，那群小浣熊好可爱
20,PinkSubmarine,4星,2023/5/7 19:23,广东,2,It’sgoodtohave啾啾
20,艾银,4星,2023/5/18 13:26,浙江,11,谁会不喜欢毛茸茸、眼神无辜的小浣熊呢？他曾经只是第89批试验品，他曾经天真的相信着一切，他曾经失去了最好的朋友，而他现在已经是银河护卫队的队长。火箭回到伤心地救下那些“试验品”，以及动物“大迁徙”的那一幕，让我想到了诺亚方舟。——2023.05.16
20,Bond,4星,2023/5/3 18:46,北京,34,看到最后，我回忆起之前生活大爆炸结局给我的感受。如果你喜欢这些角色，他们做些什么其实就没那么重要了。
20,三石一声,5星,2023/5/5 23:45,北京,7,整个五月我遇到了会把搞笑与感动结合恰到好处，又把剧情和音乐相融到完美无暇的影和剧！漫长的季节与银河护卫队3！这个五月很好！
20,海山·野火,2星,2023/7/31 22:49,北京,2,比烂还惨的是，无聊，需要数度掐大腿才能看完的程度。
20,小克,4星,2023/5/6 12:30,上海,6,很好，一贯的中二可爱，非常喜欢星爵和卡魔拉的感情之路：潇洒别过，在各自的世界里有爱有朋友，快乐又自由。
20,口古口古,5星,2023/5/7 19:27,四川,7,千万不要带妆去看！会哭死！星云一直说但是那只浣熊kindofimportanttome的时候我真的哭死！友谊万岁
20,皓桑,3星,2023/5/7 0:11,重庆,5,承上启下吧那个创世纪属实有点扯淡
21,么西么西,5星,2023/5/26 19:18,江苏,12,呜呜呜想看了快一个月了终于来电影院看了真的是边笑边哭嘴巴在微笑眼睛却一直在流泪是被温暖和感动的。“其实你一直都是故事的主角只是你不知道”真的爆哭！配乐也超赞的啊啊！
21,鱼剑,1星,2023/5/17 0:37,四川,5,我不理解….
21,Hachiko,4星,2023/5/5 22:36,四川,8,还得是滚导！没经他人苦，莫劝他人善。第三部终曲告诉我们，他从纯真可爱变成如今的钮钴禄·火箭，是原来如此。
21,哆啦A梦你在吗,5星,2023/6/5 23:25,北京,5,漫威最后的排面！
21,舒克没有直升机,3星,2023/5/5 20:06,湖南,13,或许我的期待过高，银护3真的已经没有灵魂，只剩刻板印象的躯壳了。首先时长方面，两个小时是可以接受的最大范围；然后故事线很简单，但情节有点凌乱，段子太多太刻意，一会儿就出戏了；最后就是感谢银护系列为我带来的快乐，尽管第三部有遗憾，但真的喜欢的话，还是值得一看。
21,大宝魚,5星,2023/5/6 22:29,浙江,6,看过银护3才发现，银河护卫队系列可能是有史以来最好的超英电影系列，而不是黑暗骑士三部曲或复仇者联盟n部曲。
21,麦当劳动局,3星,2023/5/6 0:29,广东,2,充斥了更多残疾/科技/动物和（超级）人体“不安”的结合，观影过程便开始浮现各种#浅显理论，再加上这次配角小放光彩，我觉得这部比第一二部有意思的多！
21,HenriqueZZZ,3星,2023/5/7 18:24,美国,3,最近几部漫威真的太难看了，把这部卖情怀之外其他也没啥东西的一下子给衬托出来了，
21,渡边,3星,2023/5/7 21:39,上海,8,火箭线惨兮兮，营救线还玩傻乎乎那一套，有点让人笑不出来。漫威现在只剩行活儿，早已没心了。
21,17950,4星,2023/5/5 14:17,中国香港,10,火箭逃狱的设定好像和游戏里不太一样？不过这系列的核心主题“findyourownfamily”一直没变，所以每个家庭成员都得完成一件自己的“专属家务事任务”�（当然也包括你家里的狗）总之能让我在电影院听完一整首不插电creep我就吹爆：滚导滚导永第一，造完漫威造DC！
21,The_Mars,4星,2023/7/20 1:26,海南,3,系列最高的佳作，很黑暗也很家庭。完美结局，顺利接班。其实，如果出火箭浣熊人气也不输给星爵
21,溺死的鱼,4星,2023/5/7 23:00,广东,4,问题一大堆架不住人物魅力和真情实感的力量
21,秦小皇影音疯刊,5星,2023/5/6 21:06,河北,2,火箭太可爱了，想不到最后一部还挺好看，忒好笑也忒好哭了～上次看到这么过瘾的超英电影都忘了是啥时候了，反正《复联4》后的漫威最佳是妥妥的了，本来最爱《蚁人》系列，结果第三部给我整失望了，但《银护》系列却一部比一部水准高，第三部直接反超了！滚导离开迪士尼的最后一部作品确实有诚意，全片都是巨幕画幅，好多前作伏笔也都对应上了！另外滚导所有的片子BGM从没让人失望过！良心万达，IMAX2D排片，眼镜人士的福利啊！一般只有一二线城市才给排的
21,木村拓哉,5星,2023/5/26 20:39,海南,14,火箭别把我帅死了
21,马夫蒂纳维艾林,4星,2023/5/8 0:19,北京,6,所有人连反派在内还真是看不惯就干，也不考虑自己是不是具备实力和本事，具有一种相当虎把车且彪得呵的气质
21,AlanX,4星,2023/5/5 23:45,北京,7,确实是继复联4之后漫威宇宙的最佳电影，火箭浣熊这一次终于成为故事的主角了。电影配乐很出彩，在动感音乐的背景声下打斗很有感觉。这一部既挖掘了银河护卫队成员身世的深度，也在剧情上增加了故事场景和人物的广度，让这部电影不再局限于简单的打斗而更有共情力。虽然星爵有时很2，但个人魅力还是有的，这队长也不算白当了。
21,Aboo,4星,2023/5/3 23:24,北京,5,《复联4》后最强漫威，有笑有泪的银护终章，又见漫威招牌式一镜到底团战，处理星爵与卡魔拉的情感走向也没有流俗。再会了，银护天团，但好消息是星爵会回归。
21,what'swilliam,4星,2023/5/12 19:40,上海,1,3.8星。确实是《复联4》后漫威最佳。1.四小只在牢笼里取名字畅享未来一段可以位列好莱坞年度十佳片段，哭成狗。2.对于配角过往和成长有了进一步刻画，更加丰满，卡魔拉最后的结局处理很合情理。3.一句话形容本片反派：虚伪的完美主义强迫症，做了拉皮手术的机械战警。4.井上雄彦应该和本片导演学一下如何在主线剧情里合理穿插回忆。5.第一部主题曲最后的出现情怀满满，但本片音乐填充的太满了。
21,DreamReaver,5星,2023/5/6 23:04,北京,4,被Phase4PUA至此，看这部滚导的MCU谢幕作竟然会感到惊喜连连、有笑有泪、要啥有啥，这可能也是PUA的后遗症吧……看得出滚导对这些亲手打造的角色倾注了真情实感，给每个角色都提供了有血有肉的弧光（而非仅是工具人），挖掘出这个形色各异的团体能够维系的原因，顺带输出反动物实验、反乌托邦、筋肉系世界设定也不违和，打斗长镜头和歌单也不吝啬。相较于以离经叛道构筑的前作，这部算是用心用力收了个正经姿态的尾。
21,冷罐罐,2星,2023/5/6 0:05,北京,5,星云也太像一个军人独裁者了，预感到银河护卫队成为星际军政府
22,daydreamsugarbo,5星,2023/5/7 22:27,上海,9,我不知道上一代人在影院第一次看完指环王3是什么心情，反正我看完银护三：theBESTtrilogy｜写了一些缺点，想想都删了感谢滚导为银护家庭带来如此完美的退场GuardiansoftheGalaxyFOREVER｜strong5｜5.11-5.120:50大融城寰映imax2d二刷
22,枨不戒,4星,2023/5/5 14:05,四川,8,算是完美的收官之作，护卫队之间真挚的友情成为本片最大泪点
22,私~川流,3星,2023/7/1 22:13,北京,1,Acoupleofyearsago，Ienjoyedthesefastfood.NowIjustfindthisaestheticchaosextremelyboring.
22,(●⊙(工)⊙●),4星,2023/5/3 18:22,上海,8,最危急的关头都要舍命回去找随身听，不愧是你，星爵（火箭宝宝太好哭了�）
22,sTill-Life,4星,2023/5/7 22:12,上海,4,Whatalovelygalaxyparty!
22,我是美工,4星,2023/5/8 0:35,辽宁,2,有莱拉，板板，大牙，银护队员们这样的朋友，谁会觉得不好呢？除了最后的政治正确，看了感觉到一些尴尬，这还算是部值得一看的电影。
22,饼,5星,2023/5/13 1:30,福建,8,音乐听到后面审美疲劳了但选题真的太刀我了啊啊啊啊啊啊养宠物的人根本做不到理性评价好吗
22,甜甜,5星,2023/6/9 21:38,广东,23,火箭才不是一个没有故事的小浣熊
22,淡香味的圆珠笔,5星,2023/5/7 17:21,西藏,9,帅炸天啊火箭让我哭了好几次勇度也击中我的心星爵吓我一大跳每个人都好鲜明帅
22,湉城,5星,2023/5/5 23:36,江西,20,银河护卫队3文学之双男主爱上我：我是一只来自北美洲的浣熊宇宙超级大基因改造家紫脸皮把我从普通浣熊改造成了会开宇宙飞船的谢尔顿浣熊他嫉妒我是他最伟大的作品又恨我想彻底离开他之后我遇到了大名鼎鼎的星爵和他过上了浣熊生最幸福的日子噢当然他和他前女友经常纠缠在一起whatever我超爱他但紫脸皮依然在纠缠我妄图把我抓回他身边玩切脑&囚禁play挣扎逃脱期间我受重伤半死不活星爵去紫脸皮那找能够救活我的密钥把我救活后我们一队人把紫脸皮鲨了偷了他老家我还顺便和我的童年阴影和解了本来想和星爵继续过幸福生活但他突然说想回老家看看他走的时候我问他什么时候回来他说君问归期未有期巴山夜雨涨秋池好吧and我的名字不叫喂也不叫89P13叫RockettheRacoon
